"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hipMalloc","10","16298396","1629839","43.4717305387915"
"hipModuleLaunchKernel","10","7671226","767122","20.4609993262019"
"hipModuleGetFunction","9","7548836","838759","20.1345558466937"
"hipModuleLoadData","9","3765533","418392","10.0435794976958"
"hipMemcpy","5","1287530","257506","3.43415126375689"
"hipStreamSynchronize","4","373160","93290","0.995307204945532"
"hipModuleUnload","9","304180","33797","0.811321003323861"
"hipDeviceSynchronize","2","94221","47110","0.251310001493121"
"hipStreamDestroy","1","75230","75230","0.200656450391393"
"hipFree","10","34190","3419","0.0911929288698889"
"hipGetDevice","35","17420","497","0.04646331737097"
"hipSetDevice","23","12160","528","0.0324336360063717"
"hipStreamCreate","1","4930","4930","0.013149492229557"
"hipGetDeviceProperties","2","4930","2465","0.013149492229557"
"Total","130","37491942","288399","100.0"
