"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"hiprtcCompileProgram","8","1777601133","222200141","97.8713090295096"
"hipMalloc","10","16757484","1675748","0.922634928991724"
"hipModuleLaunchKernel","10","9109677","910967","0.50156134369769"
"hiprtcCreateProgram","8","5089566","636195","0.28022174241722"
"hipModuleGetFunction","9","4547473","505274","0.25037514154552"
"hipMemcpy","5","1330302","266060","0.0732438766647516"
"hipModuleLoadData","9","591160","65684","0.0325481357835548"
"hipStreamSynchronize","4","379781","94945","0.0209100134583095"
"hipModuleUnload","9","307960","34217","0.0169556869475329"
"hiprtcDestroyProgram","8","277820","34727","0.0152962363546032"
"hipDeviceSynchronize","2","97120","48560","0.00534724092851148"
"hipStreamDestroy","1","75240","75240","0.00414257009329905"
"hipFree","10","39890","3989","0.00219626689289871"
"hipGetDevice","32","15910","497","0.000875974085385272"
"hipSetDevice","25","14270","570","0.000785678830826388"
"hiprtcGetCode","8","10300","1287","0.00056709824509543"
"hipStreamCreate","1","8030","8030","0.000442116398846243"
"hipGetDeviceProperties","3","5890","1963","0.000324292103263309"
"hiprtcGetCodeSize","8","3650","456","0.000200961999475565"
"hipGetDeviceCount","1","1120","1120","6.1665051893872e-05"
"Total","171","1816263776","10621425","100.0"
