Stage,Length,Factors,WGS,TPT,GPU_Time_ms
N=524288_Stage1_4096_sbrr,4096,"[8, 8, 4, 4, 4]",64,64,324.79769
N=524288_Stage1_4096_sbrr,4096,"[16, 4, 4, 4, 4]",64,64,324.97446
N=524288_Stage1_4096_sbrr,4096,"[16, 16, 4, 2, 2]",64,64,325.74917
N=524288_Stage2_64_sbcc,64,"[4, 2, 2, 2, 2]",1024,1024,327.17885
N=524288_Stage2_64_sbcc,64,"[4, 2, 2, 2, 2]",1024,512,333.038909
N=524288_Stage2_64_sbcc,64,"[2, 2, 2, 2, 2, 2]",1024,512,336.139159
N=524288_Stage2_64_sbcc,64,"[2, 2, 2, 2, 2, 2]",1024,1024,336.656535
N=524288_Stage2_64_sbcc,64,"[16, 2, 2]",512,256,351.985694
N=524288_Stage2_64_sbcc,64,"[16, 4]",1024,128,353.324249
N=524288_Stage1_4096_sbrr,4096,"[8, 8, 8, 2, 2, 2]",64,64,370.963955
N=524288_Stage1_4096_sbrr,4096,"[16, 8, 4, 2, 2, 2]",64,64,371.984771
N=524288_Stage2_64_sbcc,64,"[4, 4, 2, 2]",1024,512,372.333354
N=524288_Stage1_4096_sbrr,4096,"[8, 8, 4, 4, 2, 2]",64,64,374.090823
N=524288_Stage1_4096_sbrr,4096,"[16, 16, 2, 2, 2, 2]",64,64,374.33172
N=524288_Stage1_4096_sbrr,4096,"[16, 4, 4, 4, 2, 2]",64,64,374.600562
N=524288_Stage1_4096_sbrr,4096,"[8, 4, 4, 4, 4, 2]",64,64,376.201329
N=524288_Stage1_4096_sbrr,4096,"[4, 4, 4, 4, 4, 4]",64,64,379.572881
N=524288_Stage2_64_sbcc,64,"[8, 2, 2, 2]",1024,512,391.697138
N=524288_Stage2_64_sbcc,64,"[4, 4, 2, 2]",1024,1024,398.176545
N=524288_Stage2_64_sbcc,64,"[8, 8]",512,256,407.026151
N=524288_Stage1_4096_sbrr,4096,"[16, 8, 2, 2, 2, 2, 2]",64,64,420.533869
N=524288_Stage2_64_sbcc,64,"[16, 4]",512,256,421.427739
N=524288_Stage1_4096_sbrr,4096,"[8, 8, 4, 2, 2, 2, 2]",64,64,422.803068
N=524288_Stage1_4096_sbrr,4096,"[16, 4, 4, 2, 2, 2, 2]",64,64,423.42661
N=524288_Stage1_4096_sbrr,4096,"[8, 4, 4, 4, 2, 2, 2]",64,64,425.612916
N=524288_Stage2_64_sbcc,64,"[8, 8]",1024,256,426.034439
N=524288_Stage1_4096_sbrr,4096,"[4, 4, 4, 4, 4, 2, 2]",64,64,429.810382
N=524288_Stage2_64_sbcc,64,"[16, 2, 2]",1024,256,442.264455
N=524288_Stage2_64_sbcc,64,"[8, 4, 2]",1024,512,446.37323
N=524288_Stage1_4096_sbrr,4096,"[8, 8, 2, 2, 2, 2, 2, 2]",64,64,471.312958
N=524288_Stage1_4096_sbrr,4096,"[16, 4, 2, 2, 2, 2, 2, 2]",64,64,472.225219
N=524288_Stage1_4096_sbrr,4096,"[8, 4, 4, 2, 2, 2, 2, 2]",64,64,474.472029
N=524288_Stage1_4096_sbrr,4096,"[4, 4, 4, 4, 2, 2, 2, 2]",64,64,478.738174
N=524288_Stage2_64_sbcc,64,"[4, 4, 4]",1024,1024,481.199072
N=524288_Stage2_64_sbcc,64,"[4, 4, 4]",1024,512,493.725864
N=524288_Stage2_64_sbcc,64,"[8, 4, 2]",1024,1024,522.847345
N=524288_Stage2_64_sbcc,64,"[8, 8]",512,512,553.551167
N=524288_Stage2_64_sbcc,64,"[16, 4]",512,512,567.07133
N=524288_Stage2_64_sbcc,64,"[8, 2, 2, 2]",1024,1024,576.506213
N=524288_Stage2_64_sbcc,64,"[16, 2, 2]",512,512,619.991556
N=524288_Stage2_64_sbcc,64,"[16, 4]",1024,256,643.314212
N=524288_Stage2_64_sbcc,64,"[8, 8]",1024,1024,749.428279
N=524288_Stage2_64_sbcc,64,"[16, 2, 2]",1024,512,796.12392
N=524288_Stage2_64_sbcc,64,"[8, 8]",1024,512,820.121554
N=524288_Stage2_64_sbcc,64,"[16, 2, 2]",1024,1024,991.464719
N=524288_Stage2_64_sbcc,64,"[16, 4]",1024,1024,1068.829807
N=524288_Stage2_64_sbcc,64,"[16, 4]",1024,512,1242.618259
