N,Type,DecompMethod,StageIndex,TotalStages,KernelType,ConfigFile,Length,Factors,WGS,TPT,ExtraOpts,ConfigLine,HashKey
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 2, 2, 2, 2, 2, 2]",1024,1024,"{'sp': 'false', 'dp': 'false', 'flavour': 'wide'}","NS(length=256, factors=[4, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'false'}, workgroup_size=1024, threads_per_transform=1024, flavour='wide', runtime_compile=True),",4fe34cdd844e
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",64,16,"{'sp': 'true', 'dp': 'true'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'true'}, workgroup_size=64, threads_per_transform=16, runtime_compile=True),",b00ed62ef8c4
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",64,16,"{'sp': 'true', 'dp': 'true', 'half_lds': True}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'true'}, workgroup_size=64, threads_per_transform=16, half_lds=True, runtime_compile=True),",b246c28e83fc
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",64,16,"{'sp': 'true', 'dp': 'true', 'flavour': 'wide'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'true'}, workgroup_size=64, threads_per_transform=16, flavour='wide', runtime_compile=True),",7f940e14fa3e
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",64,16,"{'sp': 'true', 'dp': 'false'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'false'}, workgroup_size=64, threads_per_transform=16, runtime_compile=True),",6f7f19752ccd
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",64,16,"{'sp': 'true', 'dp': 'false', 'half_lds': True}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'false'}, workgroup_size=64, threads_per_transform=16, half_lds=True, runtime_compile=True),",7ee2e1903eb9
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",64,16,"{'sp': 'true', 'dp': 'false', 'flavour': 'wide'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'false'}, workgroup_size=64, threads_per_transform=16, flavour='wide', runtime_compile=True),",0b8f23694d21
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",64,16,"{'sp': 'false', 'dp': 'true'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'true'}, workgroup_size=64, threads_per_transform=16, runtime_compile=True),",e4512fccdd4c
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",64,16,"{'sp': 'false', 'dp': 'true', 'half_lds': True}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'true'}, workgroup_size=64, threads_per_transform=16, half_lds=True, runtime_compile=True),",fe01eab49942
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",64,16,"{'sp': 'false', 'dp': 'true', 'flavour': 'wide'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'true'}, workgroup_size=64, threads_per_transform=16, flavour='wide', runtime_compile=True),",2d1a1a446e8f
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",64,16,"{'sp': 'false', 'dp': 'false'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'false'}, workgroup_size=64, threads_per_transform=16, runtime_compile=True),",f07337fd82ff
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",64,16,"{'sp': 'false', 'dp': 'false', 'half_lds': True}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'false'}, workgroup_size=64, threads_per_transform=16, half_lds=True, runtime_compile=True),",371a05d5ed2e
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",64,16,"{'sp': 'false', 'dp': 'false', 'flavour': 'wide'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'false'}, workgroup_size=64, threads_per_transform=16, flavour='wide', runtime_compile=True),",1fd9ed38de30
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",64,32,"{'sp': 'true', 'dp': 'true'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'true'}, workgroup_size=64, threads_per_transform=32, runtime_compile=True),",d7a6011ed6c0
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",64,32,"{'sp': 'true', 'dp': 'true', 'half_lds': True}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'true'}, workgroup_size=64, threads_per_transform=32, half_lds=True, runtime_compile=True),",5b43168f9871
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",64,32,"{'sp': 'true', 'dp': 'true', 'flavour': 'wide'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'true'}, workgroup_size=64, threads_per_transform=32, flavour='wide', runtime_compile=True),",aaaf5d479d98
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",64,32,"{'sp': 'true', 'dp': 'false'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'false'}, workgroup_size=64, threads_per_transform=32, runtime_compile=True),",59cf8b50c76c
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",64,32,"{'sp': 'true', 'dp': 'false', 'half_lds': True}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'false'}, workgroup_size=64, threads_per_transform=32, half_lds=True, runtime_compile=True),",86ec0b50193a
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",64,32,"{'sp': 'true', 'dp': 'false', 'flavour': 'wide'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'false'}, workgroup_size=64, threads_per_transform=32, flavour='wide', runtime_compile=True),",2a409757025c
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",64,32,"{'sp': 'false', 'dp': 'true'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'true'}, workgroup_size=64, threads_per_transform=32, runtime_compile=True),",1b4e24d05ffe
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",64,32,"{'sp': 'false', 'dp': 'true', 'half_lds': True}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'true'}, workgroup_size=64, threads_per_transform=32, half_lds=True, runtime_compile=True),",a527bab99f6c
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",64,32,"{'sp': 'false', 'dp': 'true', 'flavour': 'wide'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'true'}, workgroup_size=64, threads_per_transform=32, flavour='wide', runtime_compile=True),",01d893796903
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",64,32,"{'sp': 'false', 'dp': 'false'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'false'}, workgroup_size=64, threads_per_transform=32, runtime_compile=True),",49c863f4c4d6
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",64,32,"{'sp': 'false', 'dp': 'false', 'half_lds': True}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'false'}, workgroup_size=64, threads_per_transform=32, half_lds=True, runtime_compile=True),",ffb583ee1a48
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",64,32,"{'sp': 'false', 'dp': 'false', 'flavour': 'wide'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'false'}, workgroup_size=64, threads_per_transform=32, flavour='wide', runtime_compile=True),",9d002476081a
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",64,64,"{'sp': 'true', 'dp': 'true'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'true'}, workgroup_size=64, threads_per_transform=64, runtime_compile=True),",d7cfd5560383
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",64,64,"{'sp': 'true', 'dp': 'true', 'half_lds': True}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'true'}, workgroup_size=64, threads_per_transform=64, half_lds=True, runtime_compile=True),",79c13aea262a
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",64,64,"{'sp': 'true', 'dp': 'true', 'flavour': 'wide'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'true'}, workgroup_size=64, threads_per_transform=64, flavour='wide', runtime_compile=True),",3cfb5d84f6a0
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",64,64,"{'sp': 'true', 'dp': 'false'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'false'}, workgroup_size=64, threads_per_transform=64, runtime_compile=True),",2776c3fcaffc
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",64,64,"{'sp': 'true', 'dp': 'false', 'half_lds': True}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'false'}, workgroup_size=64, threads_per_transform=64, half_lds=True, runtime_compile=True),",c98165b20129
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",64,64,"{'sp': 'true', 'dp': 'false', 'flavour': 'wide'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'false'}, workgroup_size=64, threads_per_transform=64, flavour='wide', runtime_compile=True),",d114fbefbe85
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",64,64,"{'sp': 'false', 'dp': 'true'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'true'}, workgroup_size=64, threads_per_transform=64, runtime_compile=True),",fb3409334292
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",64,64,"{'sp': 'false', 'dp': 'true', 'half_lds': True}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'true'}, workgroup_size=64, threads_per_transform=64, half_lds=True, runtime_compile=True),",0a53ae66928e
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",64,64,"{'sp': 'false', 'dp': 'true', 'flavour': 'wide'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'true'}, workgroup_size=64, threads_per_transform=64, flavour='wide', runtime_compile=True),",718d8d27e39a
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",64,64,"{'sp': 'false', 'dp': 'false'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'false'}, workgroup_size=64, threads_per_transform=64, runtime_compile=True),",eff14ca035b8
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",64,64,"{'sp': 'false', 'dp': 'false', 'half_lds': True}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'false'}, workgroup_size=64, threads_per_transform=64, half_lds=True, runtime_compile=True),",a5ab5133a75b
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",64,64,"{'sp': 'false', 'dp': 'false', 'flavour': 'wide'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'false'}, workgroup_size=64, threads_per_transform=64, flavour='wide', runtime_compile=True),",7bbe888b568c
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",128,16,"{'sp': 'true', 'dp': 'true'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'true'}, workgroup_size=128, threads_per_transform=16, runtime_compile=True),",5cb9fd6007a1
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",128,16,"{'sp': 'true', 'dp': 'true', 'half_lds': True}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'true'}, workgroup_size=128, threads_per_transform=16, half_lds=True, runtime_compile=True),",118eaefec432
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",128,16,"{'sp': 'true', 'dp': 'true', 'flavour': 'wide'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'true'}, workgroup_size=128, threads_per_transform=16, flavour='wide', runtime_compile=True),",16c6bded6bf1
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",128,16,"{'sp': 'true', 'dp': 'false'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'false'}, workgroup_size=128, threads_per_transform=16, runtime_compile=True),",7854cc71fa9e
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",128,16,"{'sp': 'true', 'dp': 'false', 'half_lds': True}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'false'}, workgroup_size=128, threads_per_transform=16, half_lds=True, runtime_compile=True),",32073d4ee49f
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",128,16,"{'sp': 'true', 'dp': 'false', 'flavour': 'wide'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'false'}, workgroup_size=128, threads_per_transform=16, flavour='wide', runtime_compile=True),",59c51e4a49fe
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",128,16,"{'sp': 'false', 'dp': 'true'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'true'}, workgroup_size=128, threads_per_transform=16, runtime_compile=True),",428b0a224b5c
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",128,16,"{'sp': 'false', 'dp': 'true', 'half_lds': True}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'true'}, workgroup_size=128, threads_per_transform=16, half_lds=True, runtime_compile=True),",bf8bfa6be3c7
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",128,16,"{'sp': 'false', 'dp': 'true', 'flavour': 'wide'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'true'}, workgroup_size=128, threads_per_transform=16, flavour='wide', runtime_compile=True),",93300c3e0512
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",128,16,"{'sp': 'false', 'dp': 'false'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'false'}, workgroup_size=128, threads_per_transform=16, runtime_compile=True),",dc221277e096
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",128,16,"{'sp': 'false', 'dp': 'false', 'half_lds': True}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'false'}, workgroup_size=128, threads_per_transform=16, half_lds=True, runtime_compile=True),",7feb4375b927
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",128,16,"{'sp': 'false', 'dp': 'false', 'flavour': 'wide'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'false'}, workgroup_size=128, threads_per_transform=16, flavour='wide', runtime_compile=True),",eb0c6eb361df
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",128,32,"{'sp': 'true', 'dp': 'true'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'true'}, workgroup_size=128, threads_per_transform=32, runtime_compile=True),",fb3c36bb4262
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",128,32,"{'sp': 'true', 'dp': 'true', 'half_lds': True}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'true'}, workgroup_size=128, threads_per_transform=32, half_lds=True, runtime_compile=True),",89862a054c63
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",128,32,"{'sp': 'true', 'dp': 'true', 'flavour': 'wide'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'true'}, workgroup_size=128, threads_per_transform=32, flavour='wide', runtime_compile=True),",77b48d5fae45
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",128,32,"{'sp': 'true', 'dp': 'false'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'false'}, workgroup_size=128, threads_per_transform=32, runtime_compile=True),",de192438459d
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",128,32,"{'sp': 'true', 'dp': 'false', 'half_lds': True}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'false'}, workgroup_size=128, threads_per_transform=32, half_lds=True, runtime_compile=True),",6551206c1a79
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",128,32,"{'sp': 'true', 'dp': 'false', 'flavour': 'wide'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'false'}, workgroup_size=128, threads_per_transform=32, flavour='wide', runtime_compile=True),",045dac6b5963
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",128,32,"{'sp': 'false', 'dp': 'true'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'true'}, workgroup_size=128, threads_per_transform=32, runtime_compile=True),",220b855a1590
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",128,32,"{'sp': 'false', 'dp': 'true', 'half_lds': True}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'true'}, workgroup_size=128, threads_per_transform=32, half_lds=True, runtime_compile=True),",c2a490d6abfc
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",128,32,"{'sp': 'false', 'dp': 'true', 'flavour': 'wide'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'true'}, workgroup_size=128, threads_per_transform=32, flavour='wide', runtime_compile=True),",8d75123fff05
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",128,32,"{'sp': 'false', 'dp': 'false'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'false'}, workgroup_size=128, threads_per_transform=32, runtime_compile=True),",1c404189a9b8
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",128,32,"{'sp': 'false', 'dp': 'false', 'half_lds': True}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'false'}, workgroup_size=128, threads_per_transform=32, half_lds=True, runtime_compile=True),",672fb25866b8
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",128,32,"{'sp': 'false', 'dp': 'false', 'flavour': 'wide'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'false'}, workgroup_size=128, threads_per_transform=32, flavour='wide', runtime_compile=True),",914fb46189bd
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",128,64,"{'sp': 'true', 'dp': 'true'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'true'}, workgroup_size=128, threads_per_transform=64, runtime_compile=True),",fcf3f3ba8764
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",128,64,"{'sp': 'true', 'dp': 'true', 'half_lds': True}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'true'}, workgroup_size=128, threads_per_transform=64, half_lds=True, runtime_compile=True),",2223998358fa
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",128,64,"{'sp': 'true', 'dp': 'true', 'flavour': 'wide'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'true'}, workgroup_size=128, threads_per_transform=64, flavour='wide', runtime_compile=True),",6dfcd5777c33
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",128,64,"{'sp': 'true', 'dp': 'false'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'false'}, workgroup_size=128, threads_per_transform=64, runtime_compile=True),",3e74138536ab
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",128,64,"{'sp': 'true', 'dp': 'false', 'half_lds': True}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'false'}, workgroup_size=128, threads_per_transform=64, half_lds=True, runtime_compile=True),",c13d46548bea
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",128,64,"{'sp': 'true', 'dp': 'false', 'flavour': 'wide'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'false'}, workgroup_size=128, threads_per_transform=64, flavour='wide', runtime_compile=True),",893401961155
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",128,64,"{'sp': 'false', 'dp': 'true'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'true'}, workgroup_size=128, threads_per_transform=64, runtime_compile=True),",bb505c97bd6c
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",128,64,"{'sp': 'false', 'dp': 'true', 'half_lds': True}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'true'}, workgroup_size=128, threads_per_transform=64, half_lds=True, runtime_compile=True),",2061d6c14231
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",128,64,"{'sp': 'false', 'dp': 'true', 'flavour': 'wide'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'true'}, workgroup_size=128, threads_per_transform=64, flavour='wide', runtime_compile=True),",79a466eac816
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",128,64,"{'sp': 'false', 'dp': 'false'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'false'}, workgroup_size=128, threads_per_transform=64, runtime_compile=True),",87e554e0555c
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",128,64,"{'sp': 'false', 'dp': 'false', 'half_lds': True}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'false'}, workgroup_size=128, threads_per_transform=64, half_lds=True, runtime_compile=True),",f4582242aec5
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",128,64,"{'sp': 'false', 'dp': 'false', 'flavour': 'wide'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'false'}, workgroup_size=128, threads_per_transform=64, flavour='wide', runtime_compile=True),",057f53d21f42
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",128,128,"{'sp': 'true', 'dp': 'true'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'true'}, workgroup_size=128, threads_per_transform=128, runtime_compile=True),",d78673f30b69
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",128,128,"{'sp': 'true', 'dp': 'true', 'half_lds': True}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'true'}, workgroup_size=128, threads_per_transform=128, half_lds=True, runtime_compile=True),",4e9e2754e8fd
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[4, 4, 2, 2, 2, 2]",128,128,"{'sp': 'true', 'dp': 'true', 'flavour': 'wide'}","NS(length=256, factors=[4, 4, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'true'}, workgroup_size=128, threads_per_transform=128, flavour='wide', runtime_compile=True),",3324bfca205b
