N,Type,DecompMethod,StageIndex,TotalStages,KernelType,ConfigFile,Length,Factors,WGS,TPT,ExtraOpts,ConfigLine,HashKey
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,16,"{'sp': 'true', 'dp': 'true'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'true'}, workgroup_size=64, threads_per_transform=16, runtime_compile=True),",412a7c534da8
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,16,"{'sp': 'true', 'dp': 'true', 'half_lds': True}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'true'}, workgroup_size=64, threads_per_transform=16, half_lds=True, runtime_compile=True),",2cf7e9e6c1ee
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,16,"{'sp': 'true', 'dp': 'true', 'flavour': 'wide'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'true'}, workgroup_size=64, threads_per_transform=16, flavour='wide', runtime_compile=True),",dad1901360fa
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,16,"{'sp': 'true', 'dp': 'false'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'false'}, workgroup_size=64, threads_per_transform=16, runtime_compile=True),",e86e40677bd7
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,16,"{'sp': 'true', 'dp': 'false', 'half_lds': True}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'false'}, workgroup_size=64, threads_per_transform=16, half_lds=True, runtime_compile=True),",ed0fb002faf0
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,16,"{'sp': 'true', 'dp': 'false', 'flavour': 'wide'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'false'}, workgroup_size=64, threads_per_transform=16, flavour='wide', runtime_compile=True),",011c6ffde7bd
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,16,"{'sp': 'false', 'dp': 'true'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'true'}, workgroup_size=64, threads_per_transform=16, runtime_compile=True),",fb01ef20bc50
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,16,"{'sp': 'false', 'dp': 'true', 'half_lds': True}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'true'}, workgroup_size=64, threads_per_transform=16, half_lds=True, runtime_compile=True),",6885c4f59d3b
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,16,"{'sp': 'false', 'dp': 'true', 'flavour': 'wide'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'true'}, workgroup_size=64, threads_per_transform=16, flavour='wide', runtime_compile=True),",ccd6718831c7
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,16,"{'sp': 'false', 'dp': 'false'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'false'}, workgroup_size=64, threads_per_transform=16, runtime_compile=True),",f69fbf465b22
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,16,"{'sp': 'false', 'dp': 'false', 'half_lds': True}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'false'}, workgroup_size=64, threads_per_transform=16, half_lds=True, runtime_compile=True),",770a452acd05
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,16,"{'sp': 'false', 'dp': 'false', 'flavour': 'wide'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'false'}, workgroup_size=64, threads_per_transform=16, flavour='wide', runtime_compile=True),",1bc254f7aea4
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,32,"{'sp': 'true', 'dp': 'true'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'true'}, workgroup_size=64, threads_per_transform=32, runtime_compile=True),",35c61512cbaa
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,32,"{'sp': 'true', 'dp': 'true', 'half_lds': True}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'true'}, workgroup_size=64, threads_per_transform=32, half_lds=True, runtime_compile=True),",733a4304c642
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,32,"{'sp': 'true', 'dp': 'true', 'flavour': 'wide'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'true'}, workgroup_size=64, threads_per_transform=32, flavour='wide', runtime_compile=True),",9f600c4c333d
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,32,"{'sp': 'true', 'dp': 'false'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'false'}, workgroup_size=64, threads_per_transform=32, runtime_compile=True),",ad2ef135654a
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,32,"{'sp': 'true', 'dp': 'false', 'half_lds': True}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'false'}, workgroup_size=64, threads_per_transform=32, half_lds=True, runtime_compile=True),",5ec8c9852199
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,32,"{'sp': 'true', 'dp': 'false', 'flavour': 'wide'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'false'}, workgroup_size=64, threads_per_transform=32, flavour='wide', runtime_compile=True),",be7c48ac6199
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,32,"{'sp': 'false', 'dp': 'true'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'true'}, workgroup_size=64, threads_per_transform=32, runtime_compile=True),",2e19b03a48b4
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,32,"{'sp': 'false', 'dp': 'true', 'half_lds': True}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'true'}, workgroup_size=64, threads_per_transform=32, half_lds=True, runtime_compile=True),",789ef71130fa
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,32,"{'sp': 'false', 'dp': 'true', 'flavour': 'wide'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'true'}, workgroup_size=64, threads_per_transform=32, flavour='wide', runtime_compile=True),",6d6f9abc6cee
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,32,"{'sp': 'false', 'dp': 'false'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'false'}, workgroup_size=64, threads_per_transform=32, runtime_compile=True),",de9f349330fc
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,32,"{'sp': 'false', 'dp': 'false', 'half_lds': True}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'false'}, workgroup_size=64, threads_per_transform=32, half_lds=True, runtime_compile=True),",b314f8b593f9
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,32,"{'sp': 'false', 'dp': 'false', 'flavour': 'wide'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'false'}, workgroup_size=64, threads_per_transform=32, flavour='wide', runtime_compile=True),",89288200f35f
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,64,"{'sp': 'true', 'dp': 'true'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'true'}, workgroup_size=64, threads_per_transform=64, runtime_compile=True),",66edf1963b9e
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,64,"{'sp': 'true', 'dp': 'true', 'half_lds': True}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'true'}, workgroup_size=64, threads_per_transform=64, half_lds=True, runtime_compile=True),",2855bd5ca652
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,64,"{'sp': 'true', 'dp': 'true', 'flavour': 'wide'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'true'}, workgroup_size=64, threads_per_transform=64, flavour='wide', runtime_compile=True),",40c9fb4526b9
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,64,"{'sp': 'true', 'dp': 'false'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'false'}, workgroup_size=64, threads_per_transform=64, runtime_compile=True),",584b65df53c5
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,64,"{'sp': 'true', 'dp': 'false', 'half_lds': True}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'false'}, workgroup_size=64, threads_per_transform=64, half_lds=True, runtime_compile=True),",711a9c0a8f49
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,64,"{'sp': 'true', 'dp': 'false', 'flavour': 'wide'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'false'}, workgroup_size=64, threads_per_transform=64, flavour='wide', runtime_compile=True),",95a2891653f9
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,64,"{'sp': 'false', 'dp': 'true'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'true'}, workgroup_size=64, threads_per_transform=64, runtime_compile=True),",020b24f1e33a
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,64,"{'sp': 'false', 'dp': 'true', 'half_lds': True}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'true'}, workgroup_size=64, threads_per_transform=64, half_lds=True, runtime_compile=True),",269b68ab739a
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,64,"{'sp': 'false', 'dp': 'true', 'flavour': 'wide'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'true'}, workgroup_size=64, threads_per_transform=64, flavour='wide', runtime_compile=True),",e055ce39335c
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,64,"{'sp': 'false', 'dp': 'false'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'false'}, workgroup_size=64, threads_per_transform=64, runtime_compile=True),",be4248aee824
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,64,"{'sp': 'false', 'dp': 'false', 'half_lds': True}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'false'}, workgroup_size=64, threads_per_transform=64, half_lds=True, runtime_compile=True),",22d2c10d8a49
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",64,64,"{'sp': 'false', 'dp': 'false', 'flavour': 'wide'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'false'}, workgroup_size=64, threads_per_transform=64, flavour='wide', runtime_compile=True),",a520187d3941
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,16,"{'sp': 'true', 'dp': 'true'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'true'}, workgroup_size=128, threads_per_transform=16, runtime_compile=True),",160ff1ac4001
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,16,"{'sp': 'true', 'dp': 'true', 'half_lds': True}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'true'}, workgroup_size=128, threads_per_transform=16, half_lds=True, runtime_compile=True),",b7c79858f8b1
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,16,"{'sp': 'true', 'dp': 'true', 'flavour': 'wide'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'true'}, workgroup_size=128, threads_per_transform=16, flavour='wide', runtime_compile=True),",1431fee509eb
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,16,"{'sp': 'true', 'dp': 'false'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'false'}, workgroup_size=128, threads_per_transform=16, runtime_compile=True),",61d12a761718
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,16,"{'sp': 'true', 'dp': 'false', 'half_lds': True}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'false'}, workgroup_size=128, threads_per_transform=16, half_lds=True, runtime_compile=True),",ff771a8dcf72
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,16,"{'sp': 'true', 'dp': 'false', 'flavour': 'wide'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'false'}, workgroup_size=128, threads_per_transform=16, flavour='wide', runtime_compile=True),",75e548cdbfcb
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,16,"{'sp': 'false', 'dp': 'true'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'true'}, workgroup_size=128, threads_per_transform=16, runtime_compile=True),",8eec2e43fb79
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,16,"{'sp': 'false', 'dp': 'true', 'half_lds': True}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'true'}, workgroup_size=128, threads_per_transform=16, half_lds=True, runtime_compile=True),",935f4400b778
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,16,"{'sp': 'false', 'dp': 'true', 'flavour': 'wide'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'true'}, workgroup_size=128, threads_per_transform=16, flavour='wide', runtime_compile=True),",55f8d33cfc51
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,16,"{'sp': 'false', 'dp': 'false'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'false'}, workgroup_size=128, threads_per_transform=16, runtime_compile=True),",7aef6019a185
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,16,"{'sp': 'false', 'dp': 'false', 'half_lds': True}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'false'}, workgroup_size=128, threads_per_transform=16, half_lds=True, runtime_compile=True),",5cf0220628c4
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,16,"{'sp': 'false', 'dp': 'false', 'flavour': 'wide'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'false'}, workgroup_size=128, threads_per_transform=16, flavour='wide', runtime_compile=True),",5e8ee9520328
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,32,"{'sp': 'true', 'dp': 'true'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'true'}, workgroup_size=128, threads_per_transform=32, runtime_compile=True),",c0797f232ea7
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,32,"{'sp': 'true', 'dp': 'true', 'half_lds': True}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'true'}, workgroup_size=128, threads_per_transform=32, half_lds=True, runtime_compile=True),",e39269e14460
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,32,"{'sp': 'true', 'dp': 'true', 'flavour': 'wide'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'true'}, workgroup_size=128, threads_per_transform=32, flavour='wide', runtime_compile=True),",8a44aa3cbe4a
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,32,"{'sp': 'true', 'dp': 'false'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'false'}, workgroup_size=128, threads_per_transform=32, runtime_compile=True),",57e002a7730e
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,32,"{'sp': 'true', 'dp': 'false', 'half_lds': True}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'false'}, workgroup_size=128, threads_per_transform=32, half_lds=True, runtime_compile=True),",8b4683fe6fa6
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,32,"{'sp': 'true', 'dp': 'false', 'flavour': 'wide'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'false'}, workgroup_size=128, threads_per_transform=32, flavour='wide', runtime_compile=True),",ef14debf1599
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,32,"{'sp': 'false', 'dp': 'true'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'true'}, workgroup_size=128, threads_per_transform=32, runtime_compile=True),",29b05f64531f
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,32,"{'sp': 'false', 'dp': 'true', 'half_lds': True}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'true'}, workgroup_size=128, threads_per_transform=32, half_lds=True, runtime_compile=True),",85d6a1cdb1ce
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,32,"{'sp': 'false', 'dp': 'true', 'flavour': 'wide'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'true'}, workgroup_size=128, threads_per_transform=32, flavour='wide', runtime_compile=True),",cb51d721356d
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,32,"{'sp': 'false', 'dp': 'false'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'false'}, workgroup_size=128, threads_per_transform=32, runtime_compile=True),",ae5fbf6c4b17
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,32,"{'sp': 'false', 'dp': 'false', 'half_lds': True}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'false'}, workgroup_size=128, threads_per_transform=32, half_lds=True, runtime_compile=True),",e52eed06a285
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,32,"{'sp': 'false', 'dp': 'false', 'flavour': 'wide'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'false'}, workgroup_size=128, threads_per_transform=32, flavour='wide', runtime_compile=True),",8e7868933260
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,64,"{'sp': 'true', 'dp': 'true'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'true'}, workgroup_size=128, threads_per_transform=64, runtime_compile=True),",925edc7809e8
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,64,"{'sp': 'true', 'dp': 'true', 'half_lds': True}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'true'}, workgroup_size=128, threads_per_transform=64, half_lds=True, runtime_compile=True),",417db56268e0
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,64,"{'sp': 'true', 'dp': 'true', 'flavour': 'wide'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'true'}, workgroup_size=128, threads_per_transform=64, flavour='wide', runtime_compile=True),",010b5e4b058f
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,64,"{'sp': 'true', 'dp': 'false'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'false'}, workgroup_size=128, threads_per_transform=64, runtime_compile=True),",4319bce93204
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,64,"{'sp': 'true', 'dp': 'false', 'half_lds': True}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'false'}, workgroup_size=128, threads_per_transform=64, half_lds=True, runtime_compile=True),",109bd299ce2d
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,64,"{'sp': 'true', 'dp': 'false', 'flavour': 'wide'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'true', 'dp': 'false'}, workgroup_size=128, threads_per_transform=64, flavour='wide', runtime_compile=True),",b652bd9d5241
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,64,"{'sp': 'false', 'dp': 'true'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'true'}, workgroup_size=128, threads_per_transform=64, runtime_compile=True),",3304c090a0e3
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,64,"{'sp': 'false', 'dp': 'true', 'half_lds': True}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'true'}, workgroup_size=128, threads_per_transform=64, half_lds=True, runtime_compile=True),",4b8523f8e628
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,64,"{'sp': 'false', 'dp': 'true', 'flavour': 'wide'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'true'}, workgroup_size=128, threads_per_transform=64, flavour='wide', runtime_compile=True),",9c81121958b5
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,64,"{'sp': 'false', 'dp': 'false'}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'false'}, workgroup_size=128, threads_per_transform=64, runtime_compile=True),",f063b82c598d
65536,z2z,z2z,1,2,sbcc,config_sbcc.py,256,"[2, 2, 2, 2, 2, 2, 2, 2]",128,64,"{'sp': 'false', 'dp': 'false', 'half_lds': True}","NS(length=256, factors=[2, 2, 2, 2, 2, 2, 2, 2], use_3steps_large_twd={'sp': 'false', 'dp': 'false'}, workgroup_size=128, threads_per_transform=64, half_lds=True, runtime_compile=True),",03123f674825
