Mode,Stage,Length,Factors,WGS,TPT,GPU_Time_ms
d2z,N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",64,16,6.039998
d2z,N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",64,32,6.086571
d2z,N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",64,64,7.588927
d2z,N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",128,16,6.183661
d2z,N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",128,32,5.860271
d2z,N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",128,64,6.101843
d2z,N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",128,128,6.793943
d2z,N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",256,16,6.179748
d2z,N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",256,32,6.00641
d2z,N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",256,64,5.88897
d2z,N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",256,128,6.133841
d2z,N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",256,256,7.218482
d2z,N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",512,32,6.013056
d2z,N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",512,64,6.121989
d2z,N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",512,128,6.182656
d2z,N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",512,256,6.868811
d2z,N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",1024,64,6.12206
d2z,N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",1024,128,6.517423
d2z,N=131072_Stage1_256_sbrc,256,"[8, 4, 4, 2]",1024,256,7.427077
d2z,N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",64,16,5.892109
d2z,N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",64,32,6.149423
d2z,N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",64,64,7.862496
d2z,N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",128,16,6.123978
d2z,N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",128,32,5.82143
d2z,N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",128,64,6.158141
d2z,N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",128,128,6.78982
d2z,N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",256,16,6.134371
d2z,N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",256,32,6.15751
d2z,N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",256,64,6.12106
d2z,N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",256,128,6.305801
d2z,N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",256,256,8.045335
d2z,N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",512,32,6.167313
d2z,N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",512,64,6.348973
d2z,N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",512,128,6.612667
d2z,N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",512,256,8.040793
d2z,N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",1024,64,6.32763
d2z,N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",1024,128,15.543453
d2z,N=131072_Stage1_256_sbrc,256,"[16, 8, 2]",1024,256,27.502381
d2z,N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",64,16,5.905855
d2z,N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",64,32,6.11225
d2z,N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",64,64,8.503836
d2z,N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",128,16,6.106265
d2z,N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",128,32,5.822235
d2z,N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",128,64,6.153798
d2z,N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",128,128,6.878125
d2z,N=131072_Stage1_256_sbrc,256,"[16, 4, 4]",256,16,6.106847
